question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+KGret_acc,+KGret_faith,+KGret_rel,+KGret_rec,+KGret_complete,+KGret_mrr,+KGret_in_tok,+KGret_out_tok,+KGret_latency_ms,+KGret_cost_usd,+KGret_answer,+KGret_error
Can Stenocereus and Pachypodium both include tree like plants?,Pachypodium.txt|Stenocereus.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,284,51,1287.6,7.3e-05,"Yes, according to the context, Stenocereus is a genus of columnar or tree-like cacti, and Pachypodium is a genus of succulent spine-bearing trees and shrubs. So",,1,1,1,1.0,1,1.0,384,108,2918.4,0.000122,"Yes, both Stenocereus and Pachypodium can include tree-like plants. According to the context passages, Stenocereus is a genus of ""columnar or tree-like cacti"" a",,1,1,1,1.0,1,1.0,284,51,1545.4,7.3e-05,"Yes, according to the context, Stenocereus is a genus of columnar or tree-like cacti, and Pachypodium is a genus of succulent spine-bearing trees and shrubs. So",
Are Random House Tower and 888 7th Avenue both used for real estate?,888_7th_Avenue.txt|Random_House_Tower.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,390,115,3065.8,0.000128,"No, they are not both used for real estate. The Random House Tower is used as the headquarters of book publisher Random House and a luxury apartment complex. 88",,1,0,1,1.0,1,1.0,510,336,7517.3,0.000278,"To determine if both Random House Tower and 888 7th Avenue are used for real estate, let's analyze the information given.  1. **Random House Tower**: It is desc",,1,1,1,1.0,1,1.0,500,90,3620.0,0.000129,"No, they are not both used solely for real estate. The Random House Tower is a mixed-use tower, used as the headquarters of book publisher Random House and a lu",
Are Broughtonia and Laeliocattleya both orchids?,Broughtonia.txt|Laeliocattleya.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,192,41,3117.6,5.3e-05,"Yes, both are orchids. According to the context, Broughtonia is a genus of orchids and Laeliocattleya is a nothogenus of intergeneric orchid hybrids.",,1,1,1,1.0,1,1.0,281,181,6179.0,0.000151,"To determine if both Broughtonia and Laeliocattleya are orchids, we need to examine the information provided.  1. **Broughtonia**: The context passage for Broug",,1,1,1,1.0,1,1.0,315,50,1707.2,7.7e-05,"Yes, both Broughtonia and Laeliocattleya are orchids. According to the context, Broughtonia is a genus of orchids and Laeliocattleya is a nothogenus of intergen",
"Who is older, Ferdi Taygan or Mahesh Bhupathi?",Ferdi_Taygan.txt|Mahesh_Bhupathi.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,263,46,1871.0,6.7e-05,"Ferdi Taygan is older. He was born on December 5, 1956, while Mahesh Bhupathi was born on June 7, 1974, making Ferdi approximately 17 years older.",,1,1,1,1.0,1,1.0,370,89,2592.6,0.000109,"To determine who is older between Ferdi Taygan and Mahesh Bhupathi, we need to compare their birth dates.  According to the context passages: - Ferdi Taygan was",,1,1,1,1.0,1,1.0,378,35,764.3,7.8e-05,"Ferdi Taygan, born on December 5, 1956, is older than Mahesh Bhupathi, born on June 7, 1974.",
"Which director had the longest career, Alain Resnais or Scott Sidney?",Alain_Resnais.txt|Scott_Sidney.txt,hotpot_comparison,llama4-maverick,0,1,1,1.0,1,1.0,312,103,5368.8,0.000109,"To determine which director had the longest career, we need to look at the duration of their careers.  For Alain Resnais, his career ""extended over more than si",,0,1,1,1.0,1,1.0,403,157,2176.5,0.000155,"To determine which director had the longest career, we need to examine the information provided about both Alain Resnais and Scott Sidney.  For Alain Resnais, i",,0,1,1,1.0,1,1.0,494,123,1781.8,0.000148,"To determine which director had the longest career, we need to look at the duration of their careers.  For Alain Resnais, his career ""extended over more than si",
Were the bands Skin Yard and Ostava from the U.S.?,Ostava.txt|Skin_Yard.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,206,22,1821.0,4.4e-05,"No, Ostava is from Bulgaria. Skin Yard is from the U.S., specifically Seattle, Washington.",,1,0,1,1.0,1,1.0,290,128,3839.5,0.00012,"To determine if both Skin Yard and Ostava were from the U.S., let's examine the information provided.  For Skin Yard, the context passage [Skin_Yard.txt] states",,1,0,1,1.0,1,1.0,424,23,741.0,7.7e-05,"No, Skin Yard was from the U.S. (Seattle, Washington), while Ostava was from Bulgaria.",
"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",Ian_Watkins_Lostprophets.txt|Josey_Scott.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,413,54,1167.2,9.4e-05,"Ian Watkins was incarcerated after being charged with and pleading guilty to multiple sexual offences, including the attempted rape and sexual assault of a chil",,1,1,1,1.0,1,1.0,497,47,3112.6,0.000103,"Ian Watkins was charged with sexual offences and pleaded guilty to 13 charges, which led to his incarceration and impacted his career with the rock band Lostpro",,1,1,1,1.0,1,1.0,623,62,1974.6,0.000131,"Ian Watkins was incarcerated, impacting his career with the rock band Lostprophets. According to the context, Watkins pleaded guilty to 13 charges, including th",
Are  Chrysalis and Look both women's magazines?,Chrysalis_magazine.txt|Look_UK_magazine.txt,hotpot_comparison,llama4-maverick,1,0,1,1.0,1,1.0,326,35,1548.0,7e-05,"Yes, both Chrysalis and Look are women's magazines. Chrysalis was a feminist publication, while Look is a glossy high street fashion and celebrity weekly magazi",,1,0,1,1.0,1,1.0,429,40,1182.8,8.8e-05,"Yes, both Chrysalis and Look are women's magazines. Chrysalis was a feminist publication, and Look is a magazine for young women, focusing on fashion, celebrity",,1,1,1,1.0,1,1.0,507,41,1377.4,0.000101,"Yes, both Chrysalis and Look are women's magazines. Chrysalis: A Magazine of Women's Culture was a feminist publication, and Look is a glossy high street fashio",
Which Genus has more species Eucryphia or Lepidozamia ?,Eucryphia.txt|Lepidozamia.txt,hotpot_comparison,llama4-maverick,1,1,1,1.0,1,1.0,380,32,5578.3,7.6e-05,"Eucryphia has 7 species, while Lepidozamia has 2 species. Therefore, Eucryphia has more species.",,1,1,1,1.0,1,1.0,490,175,5739.2,0.000179,"To determine which genus has more species between Eucryphia and Lepidozamia, we need to compare the number of species in each genus.  According to the context p",,1,1,1,1.0,1,1.0,625,37,3035.8,0.000116,"Eucryphia has 7 species, while Lepidozamia has 2 species. Therefore, Eucryphia has more species than Lepidozamia.",
"Which performance act has a higher instrument to person ratio, Badly Drawn Boy or Wolf Alice? ",Badly_Drawn_Boy.txt|Wolf_Alice.txt,hotpot_comparison,llama4-maverick,1,0,1,1.0,1,1.0,306,232,6101.4,0.000185,"To determine the instrument to person ratio, we need to look at the number of people and the number of instruments in each act.  For Wolf Alice, there are 4 mem",,1,0,1,1.0,1,1.0,395,272,8446.0,0.000222,"To determine the instrument to person ratio for each performance act, we need to analyze the information given.  For Wolf Alice, the passage states that the ban",,1,1,1,1.0,1,1.0,526,285,8990.8,0.00025,"To determine the instrument to person ratio, we need to look at the number of people in each act and the number of instruments they play.  For Wolf Alice, we ar",
Which dog's ancestors include Gordon and Irish Setters: the Manchester Terrier or the Scotch Collie?,Manchester_Terrier.txt|Scotch_Collie.txt,hotpot_comparison,llama4-maverick,1,1,1,0.5,0,1.0,307,40,1543.5,7e-05,"The Scotch Collie. According to the context, the Scotch Collie's ancestors include the Gordon and Irish Setters. There is no mention of the Manchester Terrier h",,1,1,1,0.5,0,1.0,387,91,5538.1,0.000113,"The Scotch Collie. According to the context passage, ""Other ancestors include the Gordon and Irish Setters"" is mentioned in the context of the Scotch Collie. Ad",,1,1,1,1.0,1,1.0,399,44,4746.6,8.6e-05,"The Scotch Collie. According to the provided context, the Scotch Collie's ancestors include the Gordon and Irish Setters. There is no mention of the Manchester ",
