question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+multimodal_acc,+multimodal_faith,+multimodal_rel,+multimodal_rec,+multimodal_complete,+multimodal_mrr,+multimodal_in_tok,+multimodal_out_tok,+multimodal_latency_ms,+multimodal_cost_usd,+multimodal_answer,+multimodal_error,+both_acc,+both_faith,+both_rel,+both_rec,+both_complete,+both_mrr,+both_in_tok,+both_out_tok,+both_latency_ms,+both_cost_usd,+both_answer,+both_error
"How does the availability of training data affect the prediction performance of Gaussian processes, and what role do correlations play in improving the prediction performance of WeakFG?",1803.05776v2.txt,multihop_cross,llama4-maverick,0,0,0,0,0,0.0,343,48,2496.9,8e-05,I don't know. The provided context does not discuss the prediction performance of Gaussian processes or WeakFG. It appears to be related to statistical analysis,,0,0,1,0,0,0.0,359,60,2360.9,9e-05,I don't know. The provided context passages and knowledge-graph facts do not contain information about the prediction performance of Gaussian processes or WeakF,,0,0,0,0,0,0.0,504,88,3394.6,0.000128,I don't know. The provided text context and image descriptions do not contain information about the prediction performance of Gaussian processes or the role of ,,0,0,1,0,0,0.0,524,73,2431.5,0.000122,I don't know. The provided text context and knowledge-graph facts do not directly discuss the prediction performance of Gaussian processes or WeakFG in relation,
"How does training deep networks with structured layers improve performance, and what challenges arise in generalization when training deep networks on limited data?",1805.06447v3.txt,multihop_cross,llama4-maverick,0,0,0,0,0,0.0,363,62,1588.6,9.2e-05,I don't know. The provided context doesn't discuss training deep networks with structured layers or the challenges of generalization when training on limited da,,0,0,0,0,0,0.0,386,72,2101.6,0.000101,"I don't know.   The provided context passages and knowledge-graph facts discuss the performance of networks in terms of training time and accuracy, and how it b",,0,0,1,0,0,0.0,546,62,16095.6,0.000119,I don't know. The provided text context does not discuss training deep networks with structured layers or the challenges of generalization when training on limi,,0,0,1,0,0,0.0,573,176,3467.8,0.000192,"The text does not directly discuss the impact of structured layers on deep network performance or the challenges of generalization with limited data. However, i",
"How is the discrimination of the classifier h measured when using support vector machine, and what role does support vector data description play in fault diagnosis?",1703.00060v2.txt,multihop_cross,llama4-maverick,0,0,0,0,0,0.0,363,41,933.9,7.9e-05,I don't know. The provided context does not mention support vector machine or support vector data description. It discusses other MVDA techniques and machine le,,0,0,0,0,0,0.0,374,60,1477.7,9.2e-05,I don't know.   The provided context passages and knowledge-graph facts do not contain information about support vector machine or support vector data descripti,,0,0,0,0,0,0.0,552,45,1877.2,0.00011,I don't know. The provided text context and image descriptions do not mention support vector machine or support vector data description. They discuss MVDA techn,,0,0,1,0,0,0.0,567,37,1434.6,0.000107,I don't know. The provided text context and knowledge-graph facts do not mention support vector machine or support vector data description. The relevant images ,
"How are accuracy and f1 scores evaluated in binary classification results, and what method is used to compute accuracy and f1 scores on the test set?",1802.07459v2.txt,multihop_cross,llama4-maverick,0,0,1,0,0,0.0,449,56,1609.1,0.000101,I don't know. The provided context does not discuss how accuracy and f1 scores are evaluated in binary classification results or the method used to compute them,,0,0,0,0,0,0.0,460,5,334.5,7.2e-05,I don't know.,,0,0,1,0,0,0.0,646,75,2245.2,0.000142,I don't know. The provided text context and image descriptions do not contain information on how accuracy and F1 scores are evaluated in binary classification r,,0,0,0,0,0,0.0,661,5,330.6,0.000102,I don't know.,
"How does a POS tagger improve concept identification in phrases, and what common mistakes are associated with concept identification in parsing?",1803.06506v3.txt,multihop_cross,llama4-maverick,0,0,1,0,0,0.0,467,103,1695.2,0.000132,I don't know. The provided context doesn't directly discuss how a POS tagger improves concept identification in phrases or the common mistakes associated with c,,0,0,0,0,0,0.0,478,249,5031.5,0.000221,"To answer your question, let's analyze the provided context passages.  The first passage, [PMC1769513_00004.txt], mentions that ""eductions of the window size of",,0,0,0,0,0,0.0,628,93,2149.0,0.00015,I don't know. The provided text context does not directly discuss how a POS tagger improves concept identification in phrases or the common mistakes associated ,,0,0,0,0,0,0.0,643,322,6662.2,0.00029,"To answer the question, we need to look at the provided text context.  The text context mentions that ""eductions of the window size of FICO of the identificatio",
"How does the use of gaussian distributions in the Cholesky transform affect the correlation of output mean vectors, and how are embeddings for out of vocabulary words set from gaussian distributions during training?",1805.06431v4.txt,multihop_cross,llama4-maverick,0,0,0,0,0,0.0,512,46,1161.2,0.000104,"I don't know. The provided context does not mention gaussian distributions, Cholesky transform, or out of vocabulary words. It appears to be discussing image cl",,0,0,0,0,0,0.0,523,58,1324.2,0.000113,"I don't know. The provided context passages and knowledge-graph facts do not contain information about the Cholesky transform, gaussian distributions, or out-of",,0,0,1,0,0,0.0,708,38,1035.5,0.000129,"I don't know. The provided text context and image descriptions do not mention the Cholesky transform, gaussian distributions in relation to it, or how embedding",,0,0,0,0,0,0.0,723,5,468.2,0.000111,I don't know.,
"What is the significance of the performance difference in task-oriented dialogs as shown by the Mem2Seq model, and how does Action Search improve performance difference compared to the Direction Baseline and Random Baseline?",1805.01216v3.txt,multihop_cross,llama4-maverick,0,0,0,0,0,0.0,489,54,1494.2,0.000106,"I don't know. The provided context does not mention the Mem2Seq model, Action Search, Direction Baseline, or Random Baseline. The context appears to be related ",,0,0,0,0,0,0.0,523,52,1554.6,0.00011,"I don't know. The provided context passages and knowledge-graph facts do not contain information about the Mem2Seq model, Action Search, Direction Baseline, or ",,0,0,0,0,0,0.0,660,31,1355.0,0.000118,"I don't know. The provided text context and image descriptions do not mention the Mem2Seq model, Action Search, Direction Baseline, or Random Baseline.",,0,0,1,0,0,0.0,698,55,1330.8,0.000138,"I don't know. The provided text context and knowledge-graph facts do not mention the Mem2Seq model, Action Search, Direction Baseline, or Random Baseline. The i",
"How is the deep autoencoder model utilized in deep learning applications, and what unique aspect does it contribute to the hashing mechanism in state space exploration?",1805.08751v2.txt,multihop_cross,llama4-maverick,0,0,0,0,0,0.0,478,39,1043.7,9.5e-05,"I don't know. The provided context does not mention the deep autoencoder model or its utilization in deep learning applications, nor does it discuss its contrib",,0,0,0,0,0,0.0,504,78,1532.7,0.000122,I don't know.   The provided context passages and knowledge-graph facts do not contain information about the deep autoencoder model or its utilization in deep l,,0,0,0,0,0,0.0,641,79,1242.3,0.000144,"I don't know. The provided text context does not mention a deep autoencoder model or its utilization in deep learning applications, nor does it discuss state sp",,0,0,0,0,0,0.0,671,60,1049.4,0.000137,"I don't know.   The provided text context and knowledge-graph facts do not mention the deep autoencoder model or its utilization in deep learning applications, ",
"What challenges in robust principal component analysis relate to theoretical guarantees, and what theoretical guarantees does LIME provide when using cosine similarity?",1809.03550v3.txt,multihop_cross,llama4-maverick,0,0,0,0,0,0.0,503,45,1059.7,0.000102,I don't know. The provided context does not discuss the challenges in robust principal component analysis or the theoretical guarantees provided by LIME when us,,0,0,0,0,0,0.0,533,98,1459.3,0.000139,I don't know.   The provided context passages and knowledge-graph facts do not contain information about the challenges in robust principal component analysis o,,0,0,0,0,0,0.0,722,59,35194.4,0.000144,"I don't know. The provided text context and image descriptions do not mention ""LIME"" or discuss challenges in robust principal component analysis related to the",,0,0,0,0,0,0.0,756,5,829.4,0.000116,I don't know.,
"What is the function of fully-connected layers in a CNN model, and how are fully-connected layers utilized in generating an RGB output value?",1811.08257v1.txt,multihop_cross,llama4-maverick,0,0,0,0,0,0.0,456,58,1802.7,0.000103,I don't know. The provided context doesn't mention the function of fully-connected layers in a CNN model or how they are utilized in generating an RGB output va,,0,0,0,0,0,0.0,467,65,2233.9,0.000109,I don't know. The provided context passages and knowledge-graph facts do not contain information about the function of fully-connected layers in a CNN model or ,,0,0,1,0,0,0.0,655,48,1308.4,0.000127,I don't know. The provided text context does not mention the function of fully-connected layers in a CNN model or how they are utilized in generating an RGB out,,0,0,1,0,0,0.0,670,54,1567.5,0.000133,I don't know. The provided text context and knowledge-graph facts do not contain information about the function of fully-connected layers in a CNN model or how ,
"How do node degrees in real-world graphs relate to the power law distribution, and what does the creator-article publishing record reveal about the power law distribution?",1809.01246v1.txt,multihop_cross,llama4-maverick,0,0,1,0,0,0.0,482,65,1264.3,0.000111,"I don't know. The provided context doesn't discuss the relationship between node degrees in real-world graphs and the power law distribution, nor does it mentio",,0,0,1,0,0,0.0,493,92,1806.5,0.000129,I don't know.   The provided context passages and knowledge-graph facts do not contain information directly related to the question about the relationship betwe,,0,0,1,0,0,0.0,652,101,2468.7,0.000158,I don't know. The provided text context and image descriptions do not contain information about the relationship between node degrees in real-world graphs and t,,1,0,1,0,0,0.0,667,494,8543.2,0.000396,"To address the question, we need to analyze the given text context and image descriptions for relevant information regarding node degrees in real-world graphs a",
"How does relying on human-annotated labels enhance the learning of behavioral patterns, and what metric is used to report performance in relation to human-annotated labels in supervised evaluation?",1812.00108v4.txt,multihop_cross,llama4-maverick,0,0,0,0,0,0.0,440,5,392.0,6.9e-05,I don't know.,,0,0,1,0,0,0.0,480,57,1374.6,0.000106,I don't know. The provided context passages and knowledge-graph facts do not contain information about human-annotated labels or supervised evaluation in relati,,0,0,0,0,0,0.0,590,87,2351.1,0.000141,I don't know. The provided text context and image descriptions do not directly address how relying on human-annotated labels enhances the learning of behavioral,,0,0,1,0,0,0.0,634,86,1673.1,0.000147,I don't know. The provided text context and knowledge-graph facts do not directly discuss how relying on human-annotated labels enhances the learning of behavio,
"How are geometric constraints utilized in unsupervised monocular depth estimation, and what is the impact of lacking geometric constraints on the price of fairness in welfare allocation?",1701.03077v10.txt,multihop_cross,llama4-maverick,0,0,1,0,0,0.0,386,66,1838.4,9.7e-05,"I don't know. The provided context does not mention geometric constraints, unsupervised monocular depth estimation, or the price of fairness in welfare allocati",,0,0,1,0,0,0.0,397,69,1409.7,0.000101,I don't know. The provided context passages and knowledge-graph facts do not contain information related to the question about geometric constraints in unsuperv,,0,0,1,0,0,0.0,559,85,2083.0,0.000135,"I don't know. The provided text context and image descriptions do not mention geometric constraints, unsupervised monocular depth estimation, or the price of fa",,0,0,0,0,0,0.0,574,52,2250.7,0.000117,I don't know. The provided text context and knowledge-graph facts do not contain information about geometric constraints or their utilization in unsupervised mo,
