question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+KGret_acc,+KGret_faith,+KGret_rel,+KGret_rec,+KGret_complete,+KGret_mrr,+KGret_in_tok,+KGret_out_tok,+KGret_latency_ms,+KGret_cost_usd,+KGret_answer,+KGret_error
"How is the discrimination of the classifier h measured when using support vector machine, and what role does support vector data description play in fault diagnosis?",1703.00060v2.txt|1709.00139v4.txt,multihop_cross,gemini-flash-lite,1,1,1,1.0,1,1.0,444,132,902.7,9.7e-05,Based on the provided context:  *   **Discrimination of the classifier h:** The discrimination is measured as $\mathrm{DE}_{\mathcal{D}_{h}}$ after replacing th,,1,1,1,1.0,1,1.0,519,169,1454.6,0.00012,Based on the provided context and knowledge-graph facts:  **Measurement of discrimination for classifier *h*:** When using a support vector machine (SVM) as the,,1,1,1,1.0,1,1.0,801,123,857.8,0.000129,Based on the provided context:  *   **Discrimination of classifier $h$:** The discrimination of the classifier $h$ is measured as $\text{DE}_{\mathcal{D}_{h}}$.,
"How are accuracy and f1 scores evaluated in binary classification results, and what method is used to compute accuracy and f1 scores on the test set?",1802.07459v2.txt|1703.02507v3.txt,multihop_cross,gemini-flash-lite,0,0,1,0.0,0,0.0,451,90,705.8,8.1e-05,"Based on the provided context, I do not know how accuracy and F1 scores are evaluated in binary classification results, nor do I know the method used to compute",,0,0,1,0.0,0,0.0,515,96,922.2,9e-05,"Based on the provided context and knowledge-graph facts, I do not know how accuracy and F1 scores are evaluated in binary classification results, nor do I know ",,1,0,1,0.5,0,0.25,737,217,1368.7,0.00016,"Based on the provided context, the documents do not describe a single universal method for evaluating accuracy and F1 scores in binary classification. Instead, ",
"How does a POS tagger improve concept identification in phrases, and what common mistakes are associated with concept identification in parsing?",1803.06506v3.txt|1704.04539v2.txt,multihop_cross,gemini-flash-lite,1,1,1,1.0,1,1.0,437,64,696.9,6.9e-05,"Based on the provided context, a POS tagger improves concept identification because most concepts to be localized are nouns, and using a POS tagger to find all ",,1,1,1,1.0,1,1.0,516,50,717.6,7.2e-05,"A POS tagger improves concept identification by finding all nouns in a phrase and randomly selecting one of them, as most concepts to be localized are nouns.  R",,1,1,1,1.0,1,1.0,691,53,796.3,9e-05,"According to the provided text, a POS tagger improves concept identification because most concepts to be localized are nouns, and therefore a POS tagger should ",
"How does the use of gaussian distributions in the Cholesky transform affect the correlation of output mean vectors, and how are embeddings for out of vocabulary words set from gaussian distributions during training?",1805.06431v4.txt|1705.02798v6.txt,multihop_cross,gemini-flash-lite,1,1,1,1.0,1,1.0,482,67,681.4,7.5e-05,"Based on the provided context:  *   **Effect on correlation:** In the Cholesky transform, the influences of uninformative or independent data (whose correlation",,1,1,1,1.0,1,1.0,558,109,918.3,9.9e-05,"Based on the provided context:  *   **Gaussian distributions in the Cholesky transform:** When using Gaussian distributions in the Cholesky transform, the influ",,1,1,1,1.0,1,1.0,733,68,795.6,0.000101,"Based on the provided context:  *   **Gaussian distributions in the Cholesky transform:** The influences of uninformative or independent data, whose correlation",
"What is the significance of the performance difference in task-oriented dialogs as shown by the Mem2Seq model, and how does Action Search improve performance difference compared to the Direction Baseline and Random Baseline?",1805.01216v3.txt|1706.04269v2.txt,multihop_cross,gemini-flash-lite,1,1,1,1.0,1,1.0,452,115,867.6,9.1e-05,"Regarding the Mem2Seq model, its flat memory arrangement allows it to revisit words as needed, resulting in good performance on the training KB. However, this s",,1,1,1,1.0,1,1.0,529,121,795.0,0.000101,"Based on the provided context and knowledge-graph facts:  Regarding the Mem2Seq model, its performance is tested on the training KB, but its flat memory arrange",,1,1,1,1.0,1,1.0,683,115,882.9,0.000114,"Regarding the Mem2Seq model, its flat memory arrangement allows it to revisit words as needed, resulting in good performance on the training KB. However, this s",
"How is the deep autoencoder model utilized in deep learning applications, and what unique aspect does it contribute to the hashing mechanism in state space exploration?",1805.08751v2.txt|1707.00524v2.txt,multihop_cross,gemini-flash-lite,1,1,1,0.5,0,1.0,417,90,725.2,7.8e-05,"Based on the provided text, the deep autoencoder model is utilized to generate high-level features for the state, which helps to efficiently discretize the high",,1,1,1,0.5,0,1.0,492,127,840.6,0.0001,"Based on the provided context and knowledge-graph facts, the deep autoencoder model is utilized to generate high-level features for the state in an unsupervised",,1,1,1,0.5,0,1.0,667,252,1440.1,0.000168,"Based on the provided context, deep autoencoder models are utilized in the following ways:  *   **State Space Discretization and Exploration:** In the context o",
"What challenges in robust principal component analysis relate to theoretical guarantees, and what theoretical guarantees does LIME provide when using cosine similarity?",1809.03550v3.txt|1708.02153v2.txt,multihop_cross,gemini-flash-lite,1,1,1,1.0,1,1.0,421,61,622.2,6.7e-05,Based on the provided context:  *   **Challenges in robust principal component analysis:** The challenges relating to theoretical guarantees are robustness to b,,1,1,1,1.0,1,1.0,492,64,649.3,7.5e-05,Based on the provided context and knowledge-graph facts:  The challenges in robust principal component analysis (RPCA) relating to theoretical guarantees are ro,,1,1,1,1.0,1,1.0,667,84,718.6,0.0001,Based on the provided context:  *   **Challenges in robust principal component analysis (RPCA):** The challenges remaining in RPCA include robustness to both sp,
"What is the function of fully-connected layers in a CNN model, and how are fully-connected layers utilized in generating an RGB output value?",1811.08257v1.txt|1804.00863v3.txt,multihop_cross,gemini-flash-lite,1,0,1,0.5,0,1.0,399,103,747.5,8.1e-05,"Based on the provided context, fully-connected layers have a linear property and, in classification CNNs, the last fully-connected layer is followed by a softma",,0,1,1,0.5,0,1.0,474,130,949.8,9.9e-05,"Based on the provided context and knowledge-graph facts, the function of a fully-connected layer is to act as a layer within a deep neural network that possesse",,1,1,1,1.0,1,1.0,709,116,855.8,0.000117,"Based on the provided context:  *   **Function of fully-connected layers in a CNN:** In classification CNNs, the last fully-connected layer is followed by a sof",
"How do node degrees in real-world graphs relate to the power law distribution, and what does the creator-article publishing record reveal about the power law distribution?",1809.01246v1.txt|1805.08751v2.txt,multihop_cross,gemini-flash-lite,1,1,1,0.5,0,1.0,523,99,743.4,9.2e-05,"Based on the provided context:  *   Regarding node degrees in real-world graphs, the text mentions that people have studied generative models such as power law ",,1,1,1,0.5,0,1.0,621,71,710.3,9.1e-05,"According to the provided text, creator-article publishing records follow the power law distribution. A large proportion of creators have published less than 10",,1,1,1,1.0,1,1.0,905,132,895.6,0.000143,"Based on the provided context:  *   **Node degrees in real-world graphs:** The provided text mentions that researchers have studied generative models such as ""p",
"How does relying on human-annotated labels enhance the learning of behavioral patterns, and what metric is used to report performance in relation to human-annotated labels in supervised evaluation?",1812.00108v4.txt|1809.02731v3.txt,multihop_cross,gemini-flash-lite,0,0,1,0.5,0,1.0,464,49,543.1,6.6e-05,"I don't know. The provided context does not explain how relying on human-annotated labels enhances the learning of behavioral patterns, nor does it specify a me",,0,0,1,0.5,0,1.0,541,60,737.9,7.8e-05,"Based on the provided context and knowledge-graph facts, I do not know how relying on human-annotated labels enhances the learning of behavioral patterns. Regar",,0,1,1,0.5,0,1.0,757,87,769.1,0.000111,"I don't know. The provided context does not explain how relying on human-annotated labels enhances the learning of behavioral patterns. Regarding metrics, the c",
"How are geometric constraints utilized in unsupervised monocular depth estimation, and what is the impact of lacking geometric constraints on the price of fairness in welfare allocation?",1701.03077v10.txt|1603.00286v5.txt,multihop_cross,gemini-flash-lite,1,1,1,1.0,1,1.0,522,68,679.2,7.9e-05,"In unsupervised monocular depth estimation, geometric constraints are used alongside stereo pairs to directly train a neural network.  Regarding the price of fa",,1,1,1,1.0,1,1.0,598,87,768.2,9.5e-05,"In unsupervised monocular depth estimation, geometric constraints are used alongside stereo pairs to directly train a neural network.  Regarding the price of fa",,1,1,1,1.0,1,1.0,867,68,743.2,0.000114,"In unsupervised monocular depth estimation, geometric constraints are used alongside stereo pairs to directly train a neural network.  Regarding the price of fa",
