question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+KGret_acc,+KGret_faith,+KGret_rel,+KGret_rec,+KGret_complete,+KGret_mrr,+KGret_in_tok,+KGret_out_tok,+KGret_latency_ms,+KGret_cost_usd,+KGret_answer,+KGret_error
"How are accuracy and f1 scores evaluated in binary classification results, and what method is used to compute accuracy and f1 scores on the test set?",1802.07459v2.txt|1703.02507v3.txt,multihop_cross,llama4-maverick,0,0,1,0.0,0,0.0,425,107,1471.9,0.000128,I don't know. The provided context doesn't directly discuss how accuracy and F1 scores are evaluated together in binary classification results or the specific m,,0,0,1,0.0,0,0.0,486,219,2282.6,0.000204,"According to the provided context, in binary classification problems, F1 score is used as a metric to evaluate results. The F1 score is the harmonic mean of pre",,1,1,1,0.5,0,0.25,680,51,1135.7,0.000133,"The metrics used for performance evaluation are the accuracy and F1 scores of binary classification results. For each evaluated method, training is performed fo",
"How does a POS tagger improve concept identification in phrases, and what common mistakes are associated with concept identification in parsing?",1803.06506v3.txt|1704.04539v2.txt,multihop_cross,llama4-maverick,0,1,1,1.0,1,1.0,417,105,1628.9,0.000126,"A POS tagger improves concept identification in phrases by annotating the phrase with POS tags and returning nouns, as most concepts to be localized are nouns. ",,1,1,1,1.0,1,1.0,492,74,2095.7,0.000118,A POS tagger improves concept identification in phrases by annotating and using the POS tags to return the concept. Since most concepts to be localized are noun,,1,1,1,1.0,1,1.0,655,101,1562.0,0.000159,A POS tagger improves concept identification in phrases by annotating the phrase and using the POS tags to return the concept. Since most concepts to be localiz,
"How does the use of gaussian distributions in the Cholesky transform affect the correlation of output mean vectors, and how are embeddings for out of vocabulary words set from gaussian distributions during training?",1805.06431v4.txt|1705.02798v6.txt,multihop_cross,llama4-maverick,1,1,1,1.0,1,1.0,449,62,1258.8,0.000105,"According to the context, the use of Gaussian distributions in the Cholesky transform attenuates the influences of uninformative or independent data, whose corr",,1,1,1,1.0,1,1.0,520,57,689.7,0.000112,"The use of Gaussian distributions in the Cholesky transform attenuates the influences of uninformative or independent data as their variances increase, since th",,1,1,1,1.0,1,1.0,675,93,1868.8,0.000157,"According to the context, the use of Gaussian distributions in the Cholesky transform attenuates the influences of uninformative or independent data, whose corr",
"What is the significance of the performance difference in task-oriented dialogs as shown by the Mem2Seq model, and how does Action Search improve performance difference compared to the Direction Baseline and Random Baseline?",1805.01216v3.txt|1706.04269v2.txt,multihop_cross,llama4-maverick,1,1,1,1.0,1,1.0,434,233,2535.5,0.000205,"The context provided does not directly relate the performance difference of Mem2Seq to Action Search. However, it does discuss the performance of Mem2Seq in tas",,1,0,1,1.0,1,1.0,508,518,6194.7,0.000387,"To address the question, we need to break it down into its components regarding the performance difference in task-oriented dialogs as shown by the Mem2Seq mode",,1,1,1,1.0,1,1.0,651,181,2367.7,0.000206,The performance difference in task-oriented dialogs as shown by the Mem2Seq model is significant because it highlights the limitations of the model's flat memor,
"How is the deep autoencoder model utilized in deep learning applications, and what unique aspect does it contribute to the hashing mechanism in state space exploration?",1805.08751v2.txt|1707.00524v2.txt,multihop_cross,llama4-maverick,1,1,1,0.5,0,1.0,391,116,1411.5,0.000128,"The deep autoencoder model is utilized to generate high-level features for the state, which are then used for locality-sensitive hashing (LSH) to generate binar",,1,1,1,0.5,0,1.0,460,129,1940.1,0.000146,"The deep autoencoder model is utilized to generate high-level features for the state, which are then used to discretize the high-dimensional state space. The au",,1,1,1,0.5,0,1.0,624,154,1980.8,0.000186,The deep autoencoder model is utilized in deep learning applications to generate high-level features for the state and discretize the high-dimensional state spa,
"What challenges in robust principal component analysis relate to theoretical guarantees, and what theoretical guarantees does LIME provide when using cosine similarity?",1809.03550v3.txt|1708.02153v2.txt,multihop_cross,llama4-maverick,1,1,1,1.0,1,1.0,403,61,838.6,9.7e-05,"According to the context, two challenges in robust principal component analysis (RPCA) relate to theoretical guarantees: robustness to both sparse and non-spars",,1,1,1,1.0,1,1.0,471,64,894.8,0.000109,Two challenges in robust principal component analysis (RPCA) related to theoretical guarantees are:  1. robustness to both sparse and non-sparse noise  2. theor,,1,1,1,1.0,1,1.0,630,86,1118.4,0.000146,"According to the context, two challenges in robust principal component analysis (RPCA) related to theoretical guarantees are: robustness to both sparse and non-",
"What is the function of fully-connected layers in a CNN model, and how are fully-connected layers utilized in generating an RGB output value?",1811.08257v1.txt|1804.00863v3.txt,multihop_cross,llama4-maverick,1,0,1,0.5,0,1.0,383,108,1452.2,0.000122,"According to the provided context, the function of fully-connected layers in a CNN model is not explicitly stated. However, it is mentioned that the last fully ",,1,1,1,0.5,0,1.0,453,150,1719.7,0.000158,"According to the provided context, a CNN model typically includes convolutional, activation, pooling, and fully-connected layers. The fully-connected layer is e",,1,1,1,1.0,1,1.0,659,176,2009.3,0.000204,"According to the provided context, in a CNN model, fully-connected layers are part of the architecture that typically includes convolutional, activation, poolin",
"How do node degrees in real-world graphs relate to the power law distribution, and what does the creator-article publishing record reveal about the power law distribution?",1809.01246v1.txt|1805.08751v2.txt,multihop_cross,llama4-maverick,1,1,1,0.5,0,1.0,460,163,1641.3,0.000167,"According to the context, the creator-article publishing records follow the power law distribution. Specifically, a large proportion of creators have published ",,1,0,1,0.5,0,1.0,548,217,3099.2,0.000212,"According to the context passage [1805.08751v2.txt], the creator-article publishing records follow the power law distribution. This implies that a large proport",,1,1,1,1.0,1,1.0,775,167,1623.3,0.000216,"According to the context, the creator-article publishing records follow the power law distribution. For a large proportion of the creators, they have merely pub",
"How does relying on human-annotated labels enhance the learning of behavioral patterns, and what metric is used to report performance in relation to human-annotated labels in supervised evaluation?",1812.00108v4.txt|1809.02731v3.txt,multihop_cross,llama4-maverick,0,0,0,0.5,0,1.0,437,90,1449.7,0.00012,I don't know.   The provided context doesn't directly discuss how relying on human-annotated labels enhances the learning of behavioral patterns. It mentions th,,0,0,0,0.5,0,1.0,509,135,1359.5,0.000157,You don't know.   Reasoning: The provided context passages and knowledge-graph facts do not directly address how relying on human-annotated labels enhances the ,,0,1,1,0.5,0,1.0,698,80,1050.2,0.000153,"I don't know. The provided context doesn't directly discuss how relying on human-annotated labels enhances the learning of behavioral patterns. However, it does",
"How are geometric constraints utilized in unsupervised monocular depth estimation, and what is the impact of lacking geometric constraints on the price of fairness in welfare allocation?",1701.03077v10.txt|1603.00286v5.txt,multihop_cross,llama4-maverick,1,1,1,1.0,1,1.0,476,135,1502.9,0.000152,"According to the context, geometric constraints are used in ""unsupervised"" monocular depth estimation to directly train a neural network along with stereo pairs",,1,0,1,1.0,1,1.0,548,414,4314.7,0.000331,"To answer the question, we need to break it down into two parts based on the provided context passages and knowledge-graph facts.  1. **How are geometric constr",,1,1,1,1.0,1,1.0,806,198,1930.5,0.00024,"According to the context, in unsupervised monocular depth estimation, stereo pairs and geometric constraints are used to directly train a neural network ([1701.",
