question,expected_source,question_type,model,baseline_acc,baseline_faith,baseline_rel,baseline_rec,baseline_complete,baseline_mrr,baseline_in_tok,baseline_out_tok,baseline_latency_ms,baseline_cost_usd,baseline_answer,baseline_error,+KG_acc,+KG_faith,+KG_rel,+KG_rec,+KG_complete,+KG_mrr,+KG_in_tok,+KG_out_tok,+KG_latency_ms,+KG_cost_usd,+KG_answer,+KG_error,+KGret_acc,+KGret_faith,+KGret_rel,+KGret_rec,+KGret_complete,+KGret_mrr,+KGret_in_tok,+KGret_out_tok,+KGret_latency_ms,+KGret_cost_usd,+KGret_answer,+KGret_error
"Considered the strongest recorded tropical cyclone, which cyclone had a film made about it in 2007?",1999_Odisha_cyclone.txt|Kathantara.txt,hotpot_bridge,llama4-maverick,1,0,1,0.5,0,1.0,402,45,1563.2,8.7e-05,"I don't know. The provided context doesn't mention a film being made about any of the cyclones. It only provides information about the 1999 Odisha cyclone, Cycl",,0,0,0,0.5,0,1.0,430,80,1252.1,0.000112,"I don't know.   The provided context passages discuss the 1999 Odisha cyclone, Cyclone Gonu, and Cyclone Hondo, but none of them mention a film being made about",,0,0,1,0.5,0,1.0,645,38,1166.6,0.00012,"I don't know. The provided context doesn't mention a film being made about any of the cyclones. It only provides information about the cyclones' formation, stre",
Ralph Hefferline was a psychology professor at a university that is located in what city?,Columbia_University.txt|Ralph_Hefferline.txt,hotpot_bridge,llama4-maverick,1,1,1,0.5,0,1.0,219,22,2236.6,4.6e-05,"Ralph Hefferline was a psychology professor at Columbia University, which is located in New York City.",,1,0,1,0.5,0,1.0,258,32,836.3,5.8e-05,"Ralph Hefferline was a psychology professor at Columbia University. Columbia University is located in New York City. Therefore, the answer is New York City.",,1,0,1,0.5,0,1.0,375,103,2087.1,0.000118,"Ralph Hefferline was a psychology professor at Columbia University, which is located in New York City. (Although the city is not explicitly mentioned in the pro",
What year was the brother of this first round draft pick by the Washington Redskins drafted?,Boss_Bailey.txt|Champ_Bailey.txt,hotpot_bridge,llama4-maverick,0,0,1,0.0,0,0.0,341,19,1322.3,6.3e-05,"The text does not mention a brother of Darrell Green. Therefore, I don't know.",,0,0,1,0.0,0,0.0,436,138,1596.1,0.000148,"To determine the year the brother of the first-round draft pick by the Washington Redskins was drafted, we need to identify the first-round draft pick and then ",,0,0,1,0.5,0,0.25,521,139,1655.4,0.000162,"To answer this question, we need to identify the first-round draft pick by the Washington Redskins and then find information about their brother.  From the cont",
What american actress/singer born in 1956 recorded the song Something there for beauty and the beast?,Paige_O_Hara.txt|Something_There.txt,hotpot_bridge,llama4-maverick,1,1,1,0.5,0,1.0,361,31,953.7,7.3e-05,"Paige O'Hara, an American actress and singer born in 1956, recorded the song ""Something There"" for Beauty and the Beast.",,1,0,1,0.5,0,1.0,440,43,906.5,9.2e-05,"Based on the provided context, Paige O'Hara, an American actress and singer born in 1956, recorded the song ""Something There"" for ""Beauty and the Beast"" as the ",,1,1,1,0.5,0,1.0,599,33,851.8,0.00011,"Paige O'Hara, an American actress and singer born in 1956, recorded the song ""Something There"" for Beauty and the Beast as Belle.",
The Memphis Hustle are based in a suburb of a city with a population of what in 2010?,Memphis_Hustle.txt|Southaven_Mississippi.txt,hotpot_bridge,llama4-maverick,0,0,1,0.5,0,1.0,328,191,3929.4,0.000164,"The Memphis Hustle are based in Southaven, a suburb of Memphis. Memphis is in Shelby County, where Millington is also located and had a population of 10,176 in ",,0,1,1,0.5,0,1.0,414,52,1214.3,9.3e-05,"The Memphis Hustle are based in Southaven, Mississippi, which is a suburb of Memphis. Millington, a city near Memphis, had a population of 10,176 in 2010. There",,0,0,1,1.0,1,1.0,484,196,2686.9,0.00019,"The Memphis Hustle are based in Southaven, a suburb of Memphis. According to the Memphis metropolitan area context, Memphis had a population of 1,369,548. Howev",
The football manager who recruited David Beckham managed Manchester United during what timeframe?,199596_Manchester_United_F.C._season_3f9756.txt|Alex_Ferguson.txt,hotpot_bridge,llama4-maverick,0,0,1,0.0,0,0.0,349,150,2289.9,0.000142,"Sir Alex Ferguson is not mentioned in the provided context, but Matt Busby is. According to the context, Matt Busby managed Manchester United between 1945 and 1",,1,0,1,0.0,0,0.0,419,317,4631.9,0.000253,"To answer this question, we need to identify the football manager who recruited David Beckham and the timeframe during which they managed Manchester United.  Fr",,1,1,1,1.0,1,0.25,485,82,871.2,0.000122,"According to the context, specifically the file [199596_Manchester_United_F.C._season_3f9756.txt | graph-bridged] and [Alex_Ferguson.txt | graph-bridged], the m",
What major city is the Faith Lutheran Middle School and High School located by?,Faith_Lutheran_Middle_School_&amp;_High_School.txt|Summerlin_Nevada.txt,hotpot_bridge,llama4-maverick,1,1,1,0.5,0,0.333,356,39,695.5,7.7e-05,"The Faith Lutheran Middle School & High School is located in Summerlin, Clark County, Nevada, serving the Las Vegas Valley. Therefore, the major city it is loca",,1,1,1,0.5,0,0.333,367,39,628.5,7.8e-05,"The Faith Lutheran Middle School & High School is located in Summerlin, Clark County, Nevada, serving the Las Vegas Valley. Therefore, the major city it is loca",,1,1,1,0.5,0,0.333,572,39,741.1,0.000109,"The Faith Lutheran Middle School & High School is located in Summerlin, Clark County, Nevada, serving the Las Vegas Valley. Therefore, the major city it is loca",
Where did the descendants of the group of black Indians associated with the Seminole people settle?,Black_Seminoles.txt|Mascogos.txt,hotpot_bridge,llama4-maverick,0,1,1,0.5,0,1.0,352,32,1146.9,7.2e-05,"The Black Seminoles, descendants of free blacks and escaped slaves who allied with Seminole groups, are associated with the Seminole people in Florida and Oklah",,0,1,1,0.5,0,1.0,440,62,1296.1,0.000103,"The Black Seminoles are associated with the Seminole people. According to the context, the Seminole people originally from Florida now principally live in Oklah",,0,1,1,0.5,0,1.0,566,83,1380.0,0.000135,"The descendants of the Black Seminoles, a group of black Indians associated with the Seminole people, settled in Oklahoma, along with the Seminoles. According t",
D1NZ is a series based on what oversteering technique?,D1NZ.txt|Drifting_motorsport.txt,hotpot_bridge,llama4-maverick,1,1,1,1.0,1,1.0,362,38,657.3,7.7e-05,"Drifting. According to the context, D1NZ is a production car drifting series in New Zealand, and drifting is a driving technique where the driver intentionally ",,1,0,1,1.0,1,1.0,396,86,1757.4,0.000111,"Drifting. According to the knowledge-graph fact that ""series involves professional drivers"" and the context passage that describes D1NZ as a ""production car dri",,1,1,1,1.0,1,1.0,579,64,1188.4,0.000125,"Drifting. According to the context, D1NZ is a production car drifting series in New Zealand, and drifting is a driving technique where the driver intentionally ",
What is the population according to the 2007 population census of the city in which the National Archives and Library of Ethiopia is located?,Addis_Ababa.txt|National_Archives_and_Library_of_Ethiopia.txt,hotpot_bridge,llama4-maverick,0,0,1,0.5,0,1.0,308,5,231.3,4.9e-05,I don't know.,,0,0,1,0.5,0,1.0,394,80,1300.3,0.000107,I don't know. The context passages don't provide the population of Addis Ababa according to the 2007 census. The passage about the National Archives and Library,,1,1,1,1.0,1,1.0,499,40,752.8,9.9e-05,"The National Archives and Library of Ethiopia is located in Addis Ababa. According to the 2007 population census, the population of Addis Ababa is 3,384,569.",
